,summary,config,name
164,"{'epoch': 127, '_runtime': 1158.3382642269137, 'eval_loss': 0.7301731221159996, '_timestamp': 1693251173.9336605, 'train_loss': 0.6594895124435425, '_step': 128, '_wandb': {'runtime': 1157}, 'accuracy': 0.48336380255941497, 'learning_rate': 2.56e-07}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_123_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0.05, 'learning_rate': 1e-06, 'training_size': 32, 'with_tracking': True, 'insert_dropout': 0.2, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_123_modded
165,"{'epoch': 127, '_runtime': 1163.0241448879242, 'accuracy': 0.48372943327239487, '_timestamp': 1693249999.252602, '_step': 128, '_wandb': {'runtime': 1162}, 'eval_loss': 0.7182567217196637, 'train_loss': 0.6077311635017395, 'learning_rate': 0}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_122_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0.05, 'learning_rate': 1e-06, 'training_size': 32, 'with_tracking': True, 'insert_dropout': 0.2, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 100, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_122_modded
166,"{'_wandb': {'runtime': 1182}, '_runtime': 1184.0773260593414, 'learning_rate': 2.56e-07, '_step': 128, 'epoch': 127, 'accuracy': 0.48318264014466544, 'eval_loss': 0.72893078754403, '_timestamp': 1693248820.425344, 'train_loss': 0.604403555393219}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_121_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0.05, 'learning_rate': 1e-06, 'training_size': 2, 'with_tracking': True, 'insert_dropout': 0.2, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_121_modded
167,"{'train_loss': 0.4041944444179535, 'learning_rate': 8.499999999999999e-07, '_step': 85, '_wandb': {'runtime': 788}, 'accuracy': 0.48318264014466544, 'eval_loss': 0.7265810222294978, 'epoch': 84, '_runtime': 789.362318277359, '_timestamp': 1693247618.8636694}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_120_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0.05, 'learning_rate': 1e-06, 'training_size': 2, 'with_tracking': True, 'insert_dropout': 0.2, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 100, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_120_modded
168,"{'epoch': 24, '_runtime': 1200.4011089801788, 'accuracy': 0.6642599277978339, '_timestamp': 1693246812.761267, 'learning_rate': 8.471109236609026e-07, '_step': 1950, '_wandb': {'runtime': 1199}, 'eval_loss': 0.648009763445173, 'train_loss': 0.6224779960436698}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_119_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0, 'learning_rate': 1e-06, 'training_size': 1, 'with_tracking': True, 'insert_dropout': 0.2, 'max_train_steps': 9984, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_119_modded
169,"{'epoch': 24, '_runtime': 1207.602821111679, 'eval_loss': 0.6484942299979074, '_timestamp': 1693245595.862771, '_step': 1950, 'accuracy': 0.6714801444043321, 'train_loss': 0.6191589159843249, 'learning_rate': 8.128288142452448e-07, '_wandb': {'runtime': 1206}}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_118_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0, 'learning_rate': 1e-06, 'training_size': 1, 'with_tracking': True, 'insert_dropout': 0.2, 'max_train_steps': 9984, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 100, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_118_modded
170,"{'learning_rate': 8.161175422974176e-07, '_step': 1326, 'epoch': 33, '_wandb': {'runtime': 971}, 'accuracy': 0.6360052562417872, 'eval_loss': 0.6643367987028591, '_runtime': 972.3253002166748, '_timestamp': 1693244371.9894953, 'train_loss': 0.54235962109688}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_117_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0, 'learning_rate': 1e-06, 'training_size': 0.5, 'with_tracking': True, 'insert_dropout': 0.2, 'max_train_steps': 4992, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_117_modded
171,"{'_step': 1248, 'epoch': 31, 'accuracy': 0.6419185282522996, 'eval_loss': 0.6627544782548674, '_timestamp': 1693243382.399887, 'train_loss': 0.534713842929938, 'learning_rate': 7.653311529026982e-07, '_wandb': {'runtime': 918}, '_runtime': 919.0565383434296}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_116_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0, 'learning_rate': 1e-06, 'training_size': 0.5, 'with_tracking': True, 'insert_dropout': 0.2, 'max_train_steps': 4992, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 100, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_116_modded
172,"{'_wandb': {'runtime': 1204}, '_runtime': 1204.7783613204956, 'accuracy': 0.48336380255941497, 'learning_rate': 2.56e-07, '_step': 128, 'epoch': 127, 'eval_loss': 0.7301804838124771, '_timestamp': 1693242445.3258393, 'train_loss': 0.6418542861938477}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_115_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0, 'learning_rate': 1e-06, 'training_size': 32, 'with_tracking': True, 'insert_dropout': 0.2, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_115_modded
173,"{'_step': 128, '_wandb': {'runtime': 1200}, '_runtime': 1200.8723437786102, 'eval_loss': 0.7186352913839775, 'train_loss': 0.6091796159744263, 'epoch': 127, 'accuracy': 0.4840950639853748, '_timestamp': 1693241222.733024, 'learning_rate': 0}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_114_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0, 'learning_rate': 1e-06, 'training_size': 32, 'with_tracking': True, 'insert_dropout': 0.2, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 100, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_114_modded
174,"{'_wandb': {'runtime': 1216}, 'learning_rate': 2.56e-07, '_step': 128, '_runtime': 1216.6600160598755, 'accuracy': 0.48318264014466544, 'eval_loss': 0.7289755054981033, '_timestamp': 1693240006.8601, 'train_loss': 0.5716875791549683, 'epoch': 127}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_113_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0, 'learning_rate': 1e-06, 'training_size': 2, 'with_tracking': True, 'insert_dropout': 0.2, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_113_modded
175,"{'learning_rate': 8.599999999999999e-07, '_step': 86, '_wandb': {'runtime': 818}, 'accuracy': 0.48318264014466544, '_timestamp': 1693238772.6037204, 'epoch': 85, '_runtime': 818.6803414821625, 'eval_loss': 0.7266342956895773, 'train_loss': 0.3728826940059662}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_112_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0, 'learning_rate': 1e-06, 'training_size': 2, 'with_tracking': True, 'insert_dropout': 0.2, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 100, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_112_modded
176,"{'_wandb': {'runtime': 1033}, '_runtime': 1033.930423259735, 'accuracy': 0.6606498194945848, '_step': 1638, 'eval_loss': 0.6566994258335659, '_timestamp': 1693237937.4040203, 'train_loss': 0.3680232121394231, 'learning_rate': 8.800084352593842e-07, 'epoch': 20}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_111_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0.05, 'learning_rate': 1e-06, 'training_size': 1, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 9984, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_111_modded
177,"{'_runtime': 886.6987466812134, 'train_loss': 0.40262875190147984, 'learning_rate': 8.68069607446378e-07, 'epoch': 17, '_wandb': {'runtime': 885}, 'accuracy': 0.6606498194945848, 'eval_loss': 0.6559327806745257, '_timestamp': 1693236887.261587, '_step': 1404}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_110_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0.05, 'learning_rate': 1e-06, 'training_size': 1, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 9984, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 100, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_110_modded
178,"{'_step': 1053, 'epoch': 26, '_wandb': {'runtime': 793}, 'learning_rate': 8.768922528940338e-07, '_runtime': 793.5770125389099, 'accuracy': 0.6300919842312747, 'eval_loss': 0.6743672955098576, '_timestamp': 1693235984.3044343, 'train_loss': 0.3615993353036734}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_109_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0.05, 'learning_rate': 1e-06, 'training_size': 0.5, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 4992, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_109_modded
179,"{'train_loss': 0.40263987810183793, 'learning_rate': 8.450531479967293e-07, 'epoch': 21, '_wandb': {'runtime': 645}, 'accuracy': 0.6307490144546649, '_timestamp': 1693235172.555382, '_step': 858, '_runtime': 646.5464401245117, 'eval_loss': 0.6736153008426047}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_108_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0.05, 'learning_rate': 1e-06, 'training_size': 0.5, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 4992, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 100, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_108_modded
180,"{'epoch': 127, '_wandb': {'runtime': 1227}, 'eval_loss': 0.7297854061015168, '_timestamp': 1693234510.498659, '_step': 128, 'accuracy': 0.48336380255941497, 'train_loss': 0.6565450429916382, 'learning_rate': 2.56e-07, '_runtime': 1227.825253725052}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_107_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0.05, 'learning_rate': 1e-06, 'training_size': 32, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_107_modded
181,"{'_wandb': {'runtime': 1228}, '_timestamp': 1693233265.3859804, 'train_loss': 0.5707865357398987, 'learning_rate': 0, '_step': 128, 'epoch': 127, '_runtime': 1228.9741234779358, 'accuracy': 0.4840950639853748, 'eval_loss': 0.7150319863481132}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_106_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0.05, 'learning_rate': 1e-06, 'training_size': 32, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 100, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_106_modded
182,"{'_step': 128, 'epoch': 127, '_runtime': 1237.1523642539978, 'accuracy': 0.4835443037974684, 'train_loss': 0.5492032170295715, '_wandb': {'runtime': 1236}, 'eval_loss': 0.7280945970832957, '_timestamp': 1693232020.3630333, 'learning_rate': 2.56e-07}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_105_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0.05, 'learning_rate': 1e-06, 'training_size': 2, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_105_modded
183,"{'accuracy': 0.4835443037974684, 'eval_loss': 0.7259328323981665, '_timestamp': 1693230765.1182663, 'learning_rate': 8.399999999999999e-07, 'train_loss': 0.3208204209804535, '_step': 84, 'epoch': 83, '_wandb': {'runtime': 809}, '_runtime': 810.466676235199}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_104_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0.05, 'learning_rate': 1e-06, 'training_size': 2, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 100, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_104_modded
184,"{'_wandb': {'runtime': 986}, 'accuracy': 0.6606498194945848, 'train_loss': 0.4212829883282001, '_timestamp': 1693229936.170406, 'learning_rate': 8.882328131590045e-07, '_step': 1560, 'epoch': 19, '_runtime': 986.9914228916168, 'eval_loss': 0.6557476588657924}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_103_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0, 'learning_rate': 1e-06, 'training_size': 1, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 9984, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_103_modded
185,"{'accuracy': 0.6823104693140795, '_timestamp': 1693228932.6875827, 'train_loss': 0.40302900167611927, '_step': 1560, 'epoch': 19, '_wandb': {'runtime': 983}, '_runtime': 984.0762667655944, 'eval_loss': 0.6540184565952846, 'learning_rate': 8.522865236746256e-07}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_102_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0, 'learning_rate': 1e-06, 'training_size': 1, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 9984, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 100, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_102_modded
186,"{'_timestamp': 1693227932.1758697, 'train_loss': 0.4044795892177484, 'epoch': 26, '_runtime': 787.2526416778564, 'accuracy': 0.6281208935611038, 'learning_rate': 8.768922528940338e-07, '_step': 1053, '_wandb': {'runtime': 786}, 'eval_loss': 0.6734427407149869}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_101_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0, 'learning_rate': 1e-06, 'training_size': 0.5, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 4992, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_101_modded
